Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Shawn Anderson,1992-93,24,WSH,NHL,60,2,6,8,18,42,,"","",,,,,,,"",,,,,,,,22,5,19,0,-2,-0.5,3.1,2.6
Shawn Anderson,1993-94,25,WSH,NHL,50,0,9,9,12,31,,"","",,,,,,,"",,,,,,,,21,2,23,3,-1,-0.3,2.5,2.2
Shawn Anderson,1994-95,26,PHI,NHL,1,0,0,0,0,0,,"","",,,,,,,"",,,,,,,,1,0,1,0,0,0.0,0.1,0.0
Vincent Damphousse,1986-87,19,TOR,NHL,80,21,25,46,24,142,,"","",,,,,,,"",,,,,,,,73,10,69,0,-8,2.2,0.8,3.0
Vincent Damphousse,1987-88,20,TOR,NHL,75,12,36,48,40,111,,"","",,,,,,,"",,,,,,,,66,9,57,2,2,1.6,1.0,2.5
Vincent Damphousse,1988-89,21,TOR,NHL,80,26,42,68,75,190,,"","",,,,,,,"",,,,,,,,84,22,73,3,-8,3.7,0.8,4.6
Vincent Damphousse,1989-90,22,TOR,NHL,80,33,61,94,56,229,,"","",,,,,,,"AS-3,Byng-9",,,,,,,,127,40,87,2,2,6.4,0.8,7.2
Vincent Damphousse,1990-91,23,TOR,NHL,79,26,47,73,65,247,,"","",,,,,,,AS-8,,,,,,,,93,35,99,10,-31,4.9,0.2,5.2
Vincent Damphousse,1991-92,24,EDM,NHL,80,38,51,89,53,247,,"","",,,,,,,AS-4,,,,,,,,123,47,88,22,10,6.9,1.0,7.9
Vincent Damphousse,1992-93,25,MTL,NHL,84,39,58,97,98,287,,"","",,,,,,,AS-6,,,,,,,,134,50,92,13,5,6.9,1.1,7.9
Vincent Damphousse,1993-94,26,MTL,NHL,84,40,51,91,75,274,,"","",,,,,,,AS-4,,,,,,,,117,51,70,4,0,7.8,1.0,8.8
Vincent Damphousse,1994-95,27,MTL,NHL,48,10,30,40,42,123,,"","",,,,,,,"",,,,,,,,67,23,32,3,15,2.7,1.2,3.9
Vincent Damphousse,1995-96,28,MTL,NHL,80,38,56,94,158,254,,"","",,,,,,,Selke-4,,,,,,,,127,51,97,26,5,8.4,1.2,9.6
Vincent Damphousse,1996-97,29,MTL,NHL,82,27,54,81,82,244,,"","",,,,,,,"",,,,,,,,101,30,102,25,-6,6.8,0.6,7.4
Vincent Damphousse,1997-98,30,MTL,NHL,76,18,41,59,58,164,,"","",,,,,,,"",,,,,,,,87,27,59,13,14,4.9,1.4,6.3
Vincent Damphousse,1998-99,31,TOT,NHL,77,19,30,49,50,190,,1561,20:17,,,,,,,"",,,,,,,,74,29,64,15,-4,2.9,1.9,4.7
Vincent Damphousse,1999-00,32,SJS,NHL,82,21,49,70,58,204,,1676,20:26,,,,,,,"",,,,,,,,101,45,71,19,4,4.8,2.0,6.8
Vincent Damphousse,2000-01,33,SJS,NHL,45,9,37,46,62,101,,937,20:49,,,,,,,"",,,,,,,,52,19,27,11,17,3.0,1.8,4.8
Vincent Damphousse,2001-02,34,SJS,NHL,82,20,38,58,60,172,,1609,19:38,,,,,,,"",,,,,,,,87,32,65,18,8,4.1,1.7,5.8
Vincent Damphousse,2002-03,35,SJS,NHL,82,23,38,61,66,176,,1571,19:09,,,,,,,"",,,,,,,,84,42,73,18,-13,4.6,1.2,5.8
Vincent Damphousse,2003-04,36,SJS,NHL,82,12,29,41,66,156,,1406,17:09,,,,,,,"",,,,,,,,70,36,49,10,-5,2.0,1.3,3.3
Dan Woodley,1987-88,20,VAN,NHL,5,2,0,2,17,3,,"","",,,,,,,"",,,,,,,,3,1,1,0,1,0.1,0.1,0.2
Pat Elynuik,1987-88,20,WIN,NHL,13,1,3,4,12,12,,"","",,,,,,,"",,,,,,,,7,1,7,3,2,-0.1,0.2,0.1
Pat Elynuik,1988-89,21,WIN,NHL,56,26,25,51,29,100,,"","",,,,,,,"",,,,,,,,73,17,53,2,5,3.4,0.9,4.3
Pat Elynuik,1989-90,22,WIN,NHL,80,32,42,74,83,132,,"","",,,,,,,"",,,,,,,,111,37,73,1,2,4.7,1.1,5.8
Pat Elynuik,1990-91,23,WIN,NHL,80,31,34,65,73,150,,"","",,,,,,,"",,,,,,,,108,53,68,0,-13,4.4,0.9,5.4
Pat Elynuik,1991-92,24,WIN,NHL,60,25,25,50,65,127,,"","",,,,,,,"",,,,,,,,79,35,46,0,-2,3.5,0.9,4.4
Pat Elynuik,1992-93,25,WSH,NHL,80,22,35,57,66,121,,"","",,,,,,,"",,,,,,,,94,42,49,0,3,2.8,1.1,3.9
Pat Elynuik,1993-94,26,TOT,NHL,67,13,15,28,64,111,,"","",,,,,,,"",,,,,,,,47,12,58,2,-21,1.0,0.5,1.4
Pat Elynuik,1994-95,27,OTT,NHL,41,3,7,10,51,58,,"","",,,,,,,"",,,,,,,,21,9,25,2,-11,-0.3,0.3,0.0
Pat Elynuik,1995-96,28,OTT,NHL,29,1,2,3,16,27,,"","",,,,,,,"",,,,,,,,7,0,5,0,2,-0.8,0.6,-0.2
Brian Leetch,1987-88,19,NYR,NHL,17,2,12,14,0,40,,"","",,,,,,,"",,,,,,,,35,16,14,0,5,0.8,1.2,2.0
Brian Leetch,1988-89,20,NYR,NHL,68,23,48,71,50,268,,"","",,,,,,,"AS-7,Byng-21,Calder-1,Norris-11",,,,,,,,155,62,110,25,8,5.3,3.6,9.0
Brian Leetch,1989-90,21,NYR,NHL,72,11,45,56,26,222,,"","",,,,,,,"AS-14,Byng-18,Norris-10",,,,,,,,128,65,104,23,-18,3.5,3.4,6.9
Brian Leetch,1990-91,22,NYR,NHL,80,16,72,88,42,206,,"","",,,,,,,"AS-2,AS-4,Byng-12,Norris-4",,,,,,,,178,87,116,27,2,6.6,4.0,10.5
Brian Leetch,1991-92,23,NYR,NHL,80,22,80,102,26,245,,"","",,,,,,,"AS-1,Byng-3,Hart-9,Norris-1",,,,,,,,193,79,114,25,25,8.1,5.1,13.2
Brian Leetch,1992-93,24,NYR,NHL,36,6,30,36,26,150,,"","",,,,,,,"",,,,,,,,84,40,58,16,2,2.5,1.7,4.2
Brian Leetch,1993-94,25,NYR,NHL,84,23,56,79,67,328,,"","",,,,,,,"AS-2,AS-4,Byng-10,Norris-5,Smythe-1",,,,,,,,187,86,118,45,28,6.8,6.4,13.3
Brian Leetch,1994-95,26,NYR,NHL,48,9,32,41,18,182,,"","",,,,,,,"AS-8,Norris-5",,,,,,,,84,38,71,25,0,3.6,2.8,6.4
Brian Leetch,1995-96,27,NYR,NHL,82,15,70,85,30,276,,"","",,,,,,,"AS-2,AS-3,Byng-6,Hart-22,Norris-3",,,,,,,,158,78,125,57,12,7.0,4.5,11.4
Brian Leetch,1996-97,28,NYR,NHL,82,20,58,78,40,256,,"","",,,,,,,"AS-1,Byng-9,Hart-16,Norris-1",,,,,,,,166,59,115,39,31,7.5,5.6,13.1
Brian Leetch,1997-98,29,NYR,NHL,76,17,33,50,32,230,,"","",,,,,,,"",,,,,,,,117,58,120,25,-36,5.1,1.4,6.5
Brian Leetch,1998-99,30,NYR,NHL,82,13,42,55,42,184,,2449,29:52,,,,,,,"AS-8,Norris-8",,,,,,,,142,68,111,30,-7,4.5,5.0,9.5
Brian Leetch,1999-00,31,NYR,NHL,50,7,19,26,20,124,,1347,26:57,,,,,,,"",,,,,,,,70,23,77,14,-16,1.9,1.9,3.8
Brian Leetch,2000-01,32,NYR,NHL,82,21,58,79,34,241,,2407,29:21,,,,,,,"AS-5,Byng-32,Norris-5",,,,,,,,148,58,157,49,-18,7.7,1.7,9.4
Brian Leetch,2001-02,33,NYR,NHL,82,10,45,55,28,202,,2121,25:52,,,,,,,"AS-7,Norris-9",,,,,,,,121,38,114,45,14,4.8,3.9,8.7
Brian Leetch,2002-03,34,NYR,NHL,51,12,18,30,20,150,,1331,26:06,,,,,,,"AS-20,Byng-25,Norris-15",,,,,,,,62,24,52,11,-3,3.2,2.3,5.5
Brian Leetch,2003-04,35,TOT,NHL,72,15,36,51,34,206,,1893,26:17,,,,,,,"AS-11,Byng-13,Norris-11",,,,,,,,101,39,88,32,6,5.2,3.7,8.8
Brian Leetch,2005-06,37,BOS,NHL,61,5,27,32,36,130,,1435,23:31,,,,,,,"",,,,,,,,75,28,78,21,-10,2.0,2.3,4.3
Jocelyn Lemieux,1986-87,19,STL,NHL,53,10,8,18,94,48,,"","",,,,,,,"",,,,,,,,32,1,31,1,2,0.0,0.9,0.9
Jocelyn Lemieux,1987-88,20,STL,NHL,23,1,0,1,42,19,,"","",,,,,,,"",,,,,,,,5,0,10,0,-5,-0.7,0.2,-0.5
Jocelyn Lemieux,1988-89,21,MTL,NHL,1,0,1,1,0,0,,"","",,,,,,,"",,,,,,,,0,0,1,0,-1,0.0,0.0,0.0
Jocelyn Lemieux,1989-90,22,TOT,NHL,73,14,13,27,108,112,,"","",,,,,,,"",,,,,,,,41,3,43,4,-1,0.2,0.9,1.1
Jocelyn Lemieux,1990-91,23,CHI,NHL,67,6,7,13,119,89,,"","",,,,,,,"",,,,,,,,24,5,34,8,-7,-1.0,0.7,-0.3
Jocelyn Lemieux,1991-92,24,CHI,NHL,78,6,10,16,80,103,,"","",,,,,,,"",,,,,,,,29,4,31,4,-2,-1.3,1.2,-0.1
Jocelyn Lemieux,1992-93,25,CHI,NHL,81,10,21,31,111,117,,"","",,,,,,,"",,,,,,,,37,3,29,0,5,-0.1,1.4,1.4
Jocelyn Lemieux,1993-94,26,TOT,NHL,82,18,9,27,82,151,,"","",,,,,,,"",,,,,,,,43,1,49,4,-3,0.6,1.1,1.7
Jocelyn Lemieux,1994-95,27,HAR,NHL,41,6,5,11,32,78,,"","",,,,,,,"",,,,,,,,16,0,25,2,-7,0.0,0.3,0.3
Jocelyn Lemieux,1995-96,28,TOT,NHL,67,5,7,12,45,90,,"","",,,,,,,"",,,,,,,,20,0,43,4,-19,-1.1,0.4,-0.8
Jocelyn Lemieux,1996-97,29,PHX,NHL,2,1,0,1,0,4,,"","",,,,,,,"",,,,,,,,1,0,1,0,0,0.1,0.0,0.1
Jocelyn Lemieux,1997-98,30,PHX,NHL,30,3,3,6,27,32,,"","",,,,,,,"",,,,,,,,9,1,8,0,0,-0.2,0.3,0.1
Scott Young,1987-88,20,HAR,NHL,7,0,0,0,2,6,,"","",,,,,,,"",,,,,,,,1,0,7,0,-6,-0.3,0.0,-0.3
Scott Young,1988-89,21,HAR,NHL,76,19,40,59,27,203,,"","",,,,,,,"",,,,,,,,106,60,67,0,-21,2.8,0.5,3.3
Scott Young,1989-90,22,HAR,NHL,80,24,40,64,47,239,,"","",,,,,,,"",,,,,,,,111,62,84,11,-24,3.3,0.6,3.9
Scott Young,1990-91,23,TOT,NHL,77,17,25,42,41,210,,"","",,,,,,,"",,,,,,,,81,32,70,15,-6,1.7,0.7,2.4
Scott Young,1992-93,25,QUE,NHL,82,30,30,60,20,225,,"","",,,,,,,Selke-18,,,,,,,,115,49,82,21,5,3.6,1.0,4.7
Scott Young,1993-94,26,QUE,NHL,76,26,25,51,14,236,,"","",,,,,,,"",,,,,,,,73,26,75,24,-4,3.6,0.7,4.3
Scott Young,1994-95,27,QUE,NHL,48,18,21,39,14,167,,"","",,,,,,,"",,,,,,,,57,24,31,7,9,3.4,0.6,4.0
Scott Young,1995-96,28,COL,NHL,81,21,39,60,50,229,,"","",,,,,,,"",,,,,,,,86,31,62,9,2,3.9,0.7,4.6
Scott Young,1996-97,29,COL,NHL,72,18,19,37,14,164,,"","",,,,,,,"",,,,,,,,58,32,35,4,-5,2.3,0.8,3.1
Scott Young,1997-98,30,MDA,NHL,73,13,20,33,22,187,,"","",,,,,,,"",,,,,,,,50,21,71,29,-13,2.1,0.4,2.5
Scott Young,1998-99,31,STL,NHL,75,24,28,52,27,205,,1143,15:14,,,,,,,"",,,,,,,,74,27,40,1,8,4.7,1.5,6.2
Scott Young,1999-00,32,STL,NHL,75,24,15,39,18,244,,1208,16:06,,,,,,,"",,,,,,,,71,30,32,3,12,3.1,1.9,5.0
Scott Young,2000-01,33,STL,NHL,81,40,33,73,30,321,,1563,19:18,,,,,,,Byng-42,,,,,,,,115,53,56,9,15,7.5,2.4,9.8
Scott Young,2001-02,34,STL,NHL,67,19,22,41,26,210,,1240,18:31,,,,,,,"",,,,,,,,66,18,49,12,11,3.0,1.9,4.9
Scott Young,2002-03,35,DAL,NHL,79,23,19,42,30,237,,1275,16:08,,,,,,,"",,,,,,,,73,21,31,3,24,3.5,2.3,5.8
Scott Young,2003-04,36,DAL,NHL,53,8,8,16,14,134,,782,14:45,,,,,,,"",,,,,,,,25,13,27,0,-15,0.5,0.5,0.9
Scott Young,2005-06,38,STL,NHL,79,18,31,49,52,284,,1452,18:23,,,,,,,"",,,,,,,,78,51,65,6,-32,2.3,0.9,3.2
Warren Babe,1987-88,19,MNS,NHL,6,0,1,1,4,2,,"","",,,,,,,"",,,,,,,,2,0,3,0,-1,-0.2,0.1,-0.1
Warren Babe,1988-89,20,MNS,NHL,14,2,3,5,19,15,,"","",,,,,,,"",,,,,,,,7,0,4,0,3,0.0,0.3,0.3
Warren Babe,1990-91,22,MNS,NHL,1,0,1,1,0,0,,"","",,,,,,,"",,,,,,,,1,0,0,0,1,0.0,0.0,0.1
Craig Janney,1987-88,20,BOS,NHL,15,7,9,16,0,29,,"","",,,,,,,"",,,,,,,,18,7,5,0,6,1.1,0.4,1.5
Craig Janney,1988-89,21,BOS,NHL,62,16,46,62,12,95,,"","",,,,,,,"Byng-19,Calder-5",,,,,,,,92,32,41,1,20,3.4,1.5,4.8
Craig Janney,1989-90,22,BOS,NHL,55,24,38,62,4,105,,"","",,,,,,,Byng-6,,,,,,,,88,47,41,3,3,4.2,0.9,5.1
Craig Janney,1990-91,23,BOS,NHL,77,26,66,92,8,133,,"","",,,,,,,"AS-7,Byng-4",,,,,,,,128,54,62,3,15,6.6,1.3,7.9
Craig Janney,1991-92,24,TOT,NHL,78,18,69,87,22,127,,"","",,,,,,,Byng-20,,,,,,,,118,46,67,1,6,5.2,1.2,6.4
Craig Janney,1992-93,25,STL,NHL,84,24,82,106,12,137,,"","",,,,,,,Byng-5,,,,,,,,154,79,80,1,-4,6.5,1.2,7.7
Craig Janney,1993-94,26,STL,NHL,69,16,68,84,24,95,,"","",,,,,,,"",,,,,,,,121,63,72,0,-14,5.8,0.5,6.3
Craig Janney,1994-95,27,TOT,NHL,35,7,20,27,10,40,,"","",,,,,,,"",,,,,,,,40,14,28,1,-1,1.8,0.4,2.1
Craig Janney,1995-96,28,TOT,NHL,84,20,62,82,26,91,,"","",,,,,,,"",,,,,,,,111,48,97,1,-33,5.7,-0.1,5.6
Craig Janney,1996-97,29,PHX,NHL,77,15,38,53,26,88,,"","",,,,,,,"",,,,,,,,74,21,55,1,-1,3.4,1.1,4.5
Craig Janney,1997-98,30,PHX,NHL,68,10,43,53,12,72,,"","",,,,,,,"",,,,,,,,78,22,52,1,5,3.9,0.9,4.8
Craig Janney,1998-99,31,TOT,NHL,56,5,22,27,14,45,,799,14:16,,,,,,,"",,,,,,,,44,17,42,0,-15,1.2,0.3,1.6
Everett Sanipass,1986-87,18,CHI,NHL,7,1,3,4,2,9,,"","",,,,,,,"",,,,,,,,6,0,3,0,3,0.1,0.2,0.2
Everett Sanipass,1987-88,19,CHI,NHL,57,8,12,20,126,55,,"","",,,,,,,"",,,,,,,,27,4,32,0,-9,-0.1,0.6,0.4
Everett Sanipass,1988-89,20,CHI,NHL,50,6,9,15,164,51,,"","",,,,,,,"",,,,,,,,26,6,28,1,-7,-0.4,0.4,0.0
Everett Sanipass,1989-90,21,TOT,NHL,21,5,5,10,25,32,,"","",,,,,,,"",,,,,,,,16,5,16,1,-4,0.3,0.2,0.5
Everett Sanipass,1990-91,22,QUE,NHL,29,5,5,10,41,38,,"","",,,,,,,"",,,,,,,,13,2,26,0,-15,0.1,-0.1,0.0
Mark Pederson,1989-90,22,MTL,NHL,9,0,2,2,2,10,,"","",,,,,,,"",,,,,,,,3,0,3,0,0,-0.2,0.1,-0.1
Mark Pederson,1990-91,23,TOT,NHL,59,10,16,26,23,76,,"","",,,,,,,"",,,,,,,,38,16,27,0,-5,0.6,0.7,1.3
Mark Pederson,1991-92,24,PHI,NHL,58,15,25,40,22,94,,"","",,,,,,,Selke-29,,,,,,,,57,19,25,1,14,2.0,1.3,3.3
Mark Pederson,1992-93,25,TOT,NHL,41,10,7,17,28,63,,"","",,,,,,,"",,,,,,,,23,9,36,0,-22,0.5,0.0,0.5
Mark Pederson,1993-94,26,DET,NHL,2,0,0,0,2,0,,"","",,,,,,,"",,,,,,,,0,0,1,0,-1,-0.1,0.0,-0.1
Tom Fitzgerald,1988-89,20,NYI,NHL,23,3,5,8,10,24,,"","",,,,,,,"",,,,,,,,11,0,16,6,1,-0.1,0.4,0.3
Tom Fitzgerald,1989-90,21,NYI,NHL,19,2,5,7,4,24,,"","",,,,,,,"",,,,,,,,8,0,17,6,-3,-0.1,0.2,0.1
Tom Fitzgerald,1990-91,22,NYI,NHL,41,5,5,10,24,60,,"","",,,,,,,"",,,,,,,,15,0,31,7,-9,-0.4,0.4,0.0
Tom Fitzgerald,1991-92,23,NYI,NHL,45,6,11,17,28,71,,"","",,,,,,,"",,,,,,,,23,0,37,11,-3,0.1,0.4,0.5
Tom Fitzgerald,1992-93,24,NYI,NHL,77,9,18,27,34,83,,"","",,,,,,,"",,,,,,,,32,0,62,28,-2,-0.3,0.9,0.6
Tom Fitzgerald,1993-94,25,FLA,NHL,83,18,14,32,54,144,,"","",,,,,,,"",,,,,,,,38,4,62,25,-3,1.1,1.1,2.2
Tom Fitzgerald,1994-95,26,FLA,NHL,48,3,13,16,31,78,,"","",,,,,,,"",,,,,,,,22,2,37,14,-3,-0.1,0.7,0.6
Tom Fitzgerald,1995-96,27,FLA,NHL,82,13,21,34,75,141,,"","",,,,,,,Selke-9,,,,,,,,43,2,69,25,-3,0.8,1.1,1.9
Tom Fitzgerald,1996-97,28,FLA,NHL,71,10,14,24,64,135,,"","",,,,,,,Selke-19,,,,,,,,34,0,47,20,7,0.4,1.2,1.6
Tom Fitzgerald,1997-98,29,TOT,NHL,80,12,6,18,79,119,,"","",,,,,,,"",,,,,,,,27,0,68,37,-4,0.1,0.8,0.9
Tom Fitzgerald,1998-99,30,NSH,NHL,80,13,19,32,48,180,,1383,17:17,,,,,,,"",,,,,,,,51,4,96,31,-18,0.9,0.6,1.5
Tom Fitzgerald,1999-00,31,NSH,NHL,82,13,9,22,66,119,,1144,13:57,,,,,,,"",,,,,,,,34,0,77,25,-18,0.5,0.7,1.2
Tom Fitzgerald,2000-01,32,NSH,NHL,82,9,9,18,71,135,,1227,14:58,,,,,,,"",,,,,,,,30,0,49,14,-5,-0.7,1.6,0.9
Tom Fitzgerald,2001-02,33,TOT,NHL,78,8,12,20,39,125,,1142,14:39,,,,,,,"",,,,,,,,32,2,58,21,-7,-0.1,1.1,0.9
Tom Fitzgerald,2002-03,34,TOR,NHL,66,4,13,17,57,89,,799,12:07,,,,,,,"",,,,,,,,25,0,25,10,10,0.0,1.2,1.2
Tom Fitzgerald,2003-04,35,TOR,NHL,69,7,10,17,52,81,,854,12:23,,,,,,,"",,,,,,,,24,1,41,16,-2,0.3,0.7,1.0
Tom Fitzgerald,2005-06,37,BOS,NHL,71,4,6,10,40,50,,671,9:27,,,,,,,"",,,,,,,,15,0,36,11,-10,-0.6,0.4,-0.2
Ken McRae,1987-88,19,QUE,NHL,1,0,0,0,0,1,,"","",,,,,,,"",,,,,,,,0,0,0,0,0,0.0,0.0,0.0
Ken McRae,1988-89,20,QUE,NHL,37,6,11,17,68,47,,"","",,,,,,,"",,,,,,,,22,4,31,4,-9,0.2,0.3,0.6
Ken McRae,1989-90,21,QUE,NHL,66,7,8,15,191,83,,"","",,,,,,,"",,,,,,,,28,0,76,10,-38,-0.9,0.1,-0.9
Ken McRae,1990-91,22,QUE,NHL,12,0,0,0,36,6,,"","",,,,,,,"",,,,,,,,0,0,7,0,-7,-0.5,-0.1,-0.5
