Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TOI,ATOI,Awards,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Guy Larose,1992-93,25,TOR,NHL,9,0,0,0,8,8,"","","",0,0,3,0,-3,-0.3,0.1,-0.3
Guy Larose,1993-94,26,TOT,NHL,17,1,3,4,14,12,"","","",6,0,11,0,-5,-0.2,0.0,-0.2
David Williams,1991-92,24,SJS,NHL,56,3,25,28,40,91,"","","",68,24,71,14,-13,1.3,2.1,3.4
David Williams,1992-93,25,SJS,NHL,40,1,11,12,49,60,"","","",26,9,54,10,-27,0.2,0.5,0.7
David Williams,1993-94,26,MDA,NHL,56,5,15,20,42,74,"","","",58,13,43,6,8,1.0,3.7,4.7
David Williams,1994-95,27,MDA,NHL,21,2,2,4,26,30,"","","",13,1,24,7,-5,0.1,0.5,0.6
Tommy Sjodin,1992-93,27,MNS,NHL,77,7,29,36,30,175,"","","",90,70,45,0,-25,1.6,3.1,4.7
Tommy Sjodin,1993-94,28,TOT,NHL,29,1,11,12,22,54,"","","",32,14,14,0,4,0.5,1.5,2.0
Rudy Poeschek,1987-88,21,NYR,NHL,1,0,0,0,2,1,"","","",0,0,0,0,0,0.0,0.1,0.0
Rudy Poeschek,1988-89,22,NYR,NHL,52,0,2,2,199,17,"","","",7,0,15,0,-8,-0.9,2.0,1.1
Rudy Poeschek,1989-90,23,NYR,NHL,15,0,0,0,55,1,"","","",1,0,2,0,-1,-0.6,0.2,-0.4
Rudy Poeschek,1990-91,24,WIN,NHL,1,0,0,0,5,0,"","","",0,0,0,0,0,0.0,0.1,0.0
Rudy Poeschek,1991-92,25,WIN,NHL,4,0,0,0,17,1,"","","",0,0,5,0,-5,-0.1,0.0,-0.1
Rudy Poeschek,1993-94,27,TBL,NHL,71,3,6,9,118,46,"","","",27,0,27,3,3,-0.5,4.6,4.2
Rudy Poeschek,1994-95,28,TBL,NHL,25,1,1,2,92,14,"","","",7,0,8,1,0,-0.2,1.4,1.2
Rudy Poeschek,1995-96,29,TBL,NHL,57,1,3,4,88,36,"","","",16,1,24,7,-2,-1.8,0.9,-0.9
Rudy Poeschek,1996-97,30,TBL,NHL,60,0,6,6,120,30,"","","",25,0,47,19,-3,-1.8,0.8,-1.0
Rudy Poeschek,1997-98,31,STL,NHL,50,1,7,8,64,29,"","","",27,2,36,6,-5,-0.1,1.9,1.8
Rudy Poeschek,1998-99,32,STL,NHL,16,0,0,0,33,8,164,10:14,"",7,0,8,1,0,-0.2,0.4,0.2
Rudy Poeschek,1999-00,33,STL,NHL,12,0,0,0,24,8,135,11:15,"",3,0,7,1,-3,-0.1,0.1,-0.1
Ken Baumgartner,1987-88,21,LAK,NHL,30,2,3,5,189,17,"","","",24,0,19,0,5,-0.1,1.5,1.4
Ken Baumgartner,1988-89,22,LAK,NHL,49,1,3,4,286,15,"","","",27,0,41,5,-9,-0.6,0.9,0.3
Ken Baumgartner,1989-90,23,TOT,NHL,65,1,5,6,222,48,"","","",41,0,47,2,-4,-0.8,2.8,2.0
Ken Baumgartner,1990-91,24,NYI,NHL,78,1,6,7,282,41,"","","",28,0,43,1,-14,-2.3,0.8,-1.5
Ken Baumgartner,1991-92,25,TOT,NHL,55,0,1,1,225,16,"","","",12,0,22,1,-9,-2.0,0.4,-1.6
Ken Baumgartner,1992-93,26,TOR,NHL,63,1,0,1,155,23,"","","",2,0,14,1,-11,-2.3,0.7,-1.6
Ken Baumgartner,1993-94,27,TOR,NHL,64,4,4,8,185,34,"","","",13,0,19,0,-6,-1.4,0.6,-0.8
Ken Baumgartner,1994-95,28,TOR,NHL,2,0,0,0,5,1,"","","",0,0,0,0,0,-0.1,0.0,0.0
Ken Baumgartner,1995-96,29,TOT,NHL,72,2,4,6,193,32,"","","",10,0,15,0,-5,-2.1,0.9,-1.2
Ken Baumgartner,1996-97,30,MDA,NHL,67,0,11,11,182,20,"","","",16,0,16,0,0,-1.6,0.8,-0.8
Ken Baumgartner,1997-98,31,BOS,NHL,82,0,1,1,199,28,"","","",3,0,17,0,-14,-3.0,0.6,-2.4
Ken Baumgartner,1998-99,32,BOS,NHL,69,1,3,4,119,15,354,5:08,"",6,0,12,0,-6,-0.4,0.2,-0.2
Anssi Melametsa,1985-86,24,WIN,NHL,27,0,3,3,2,20,"","","",5,0,10,0,-5,-0.8,0.3,-0.6
